"Sample","20230511_IARPA_ST_TCX_TL_ALL_024_sample 006","20230511_IARPA_ST_TCX_TL_ALL_026_sample 008","20230511_IARPA_ST_TCX_TL_ALL_081_sample 047","20230511_IARPA_ST_TCX_TL_ALL_048_sample 022","20230511_IARPA_ST_TCX_TL_ALL_051_sample 025","20230511_IARPA_ST_TCX_TL_ALL_078_sample 044"
,"1. d25_sham","1. d25_sham","1. d25_sham","2. Pre_sham","2. Pre_sham","2. Pre_sham"
"a305","0.421206546","1.3167073","1.892499422","1.877365683","2.887082587","2.852969359"
"a306","0.874317118","1.337072471","4.943988314","1.503100585","2.646553559","1.893951574"
"a307","0.928161555","1.670427514","3.58401763","1.025273245","2.073513031","1.627047645"
"a308","0.667696025","0.855321763","2.29619585","2.017471073","3.266145898","2.072719556"
"a309","0.600394477","1.401501755","2.509944428","2.324665684","3.65263682","1.708074599"
"a310","0.40731882","0.920300593","1.176264025","1.836369621","2.64351117","1.384221295"
"a311","0.440734529","1.125882633","0.816570772","4.204454935","3.233397163","2.4570792"
"a312","0.955091246","1.202163293","1.616081739","1.609487331","1.778745172","1.882958877"
"a313","0.836830041","1.025607683","1.818746255","2.369379997","3.830258895","1.903368571"
"a314","1.790083612","3.213135896","2.420737527","0.997847479","1.991399077","1.485481409"
"a315","1.12360766","1.908846135","1.965509936","1.791013777","2.933760313","1.538570798"
"a316","1.408801807","2.37531102","1.488905069","1.459521545","1.952206085","1.081276693"
"a317","1.290424468","2.263189076","1.678487171","1.701648109","2.007140024","1.278746031"
"a318","1.505059889","2.161322469","2.610026578","1.405861142","2.400942583","1.841406576"
"a319","0.740836223","1.302474722","1.78368092","2.035672038","4.162699867","3.095527717"
"a320","0.944345002","1.736080201","2.063191894","0.872842712","2.199791516","1.32519932"
"a321","0.939159941","1.593127128","2.072738354","1.127781526","2.255151531","1.587021291"
"a322","1.511161307","2.227868513","2.968569026","0.721184906","1.415402607","1.252263025"
"a323","1.155549679","2.004033566","1.903854258","1.958682989","3.948662557","2.993954501"
"a324","1.90409357","2.126052885","2.497474133","1.131333567","1.483650183","1.57161478"
"a325","0.671494678","1.553007809","2.36699969","0.629631333","1.501137459","1.342492435"
"a326","0.666950905","1.485918566","2.248161778","1.040468036","2.316327665","2.643720837"
"a327","0.569440292","1.295084117","2.32311745","0.961757103","1.871467189","1.501918958"
"a328","0.450813838","1.35535978","2.659236861","1.275531574","2.940748007","2.164247048"
"a329","1.355988618","1.489808176","1.561604386","0.661087374","3.453749593","0.849354337"
"a330","0.858215305","1.714206584","3.074190195","1.36697716","1.804507601","2.4542758"
"a331","0.774074523","1.933750363","4.486096785","1.460341414","1.632134536","2.099148476"
"a332","1.180276757","2.385768491","5.344503945","1.095418775","1.827651822","1.678963475"
"a333","1.196580801","1.692794302","1.652157575","1.254709272","0.975133391","1.05457765"
"a334","1.51776174","2.016840031","1.793779372","0.734371983","1.681979036","0.996797913"
"a335","1.155466664","1.623887384","1.818019286","0.607035456","1.351160129","0.856240169"
"a336","1.081774652","1.59290511","1.521994483","0.540070607","1.203997471","0.939341029"
"a337","1.006341959","1.723762697","1.460969154","0.798314851","1.85582052","1.237156941"
"a338","1.325626531","2.198604021","1.387913947","0.725956075","1.579822887","1.165596468"
"a339","0.901510319","1.470710571","1.327918622","0.78472225","1.221238951","1.439405273"
"a340","1.042559342","1.522362802","1.129053362","0.566265687","1.010722308","0.841819902"
"a341","1.004174683","1.440332396","1.10259316","0.540307455","1.207054981","0.808597601"
"a342","1.462039378","2.009595333","1.596215181","0.476462961","1.06700621","0.773186985"
"a343","0.695235358","1.302248426","0.982598952","1.307523967","1.713969849","1.276431579"
"a344","1.415412486","1.639444377","1.575566579","0.797193228","1.62949905","1.046344549"
"a345","1.409416832","2.035380789","1.49021824","0.744015816","1.481979504","0.943454371"
"a346","1.038669887","1.580674109","1.547335461","1.195794274","1.72622579","1.053513199"
"a347","0.357609771","1.005655944","0.862417785","1.51273028","2.428368641","1.644755828"
"a348","1.011170788","2.178047262","1.65385128","0.601113174","1.046933909","0.864706006"
"a349","1.045100699","1.534581016","1.717794026","0.580199678","1.14216547","0.887153615"
"a350","1.477394678","1.849708516","2.278243925","0.539301087","1.347645551","0.957988863"
"a351","1.301558233","1.492009597","1.68820019","1.024789394","2.396231115","1.34833336"
"a352","0.869078508","1.258123506","1.557745596","0.825529742","2.695613285","1.476559301"
"a353","1.202371633","1.725294307","1.867011415","0.860974608","2.217909714","0.901924099"
"a354","0.720706979","1.04086986","1.697075608","0.798607437","1.640750768","1.212909168"
"a355","0.9082859","1.235316803","2.130348409","1.517771083","1.360620799","1.767392985"
"a356","0.775160983","0.817813076","1.642835579","1.132433602","2.654445579","1.423575212"
"a357","1.081229288","1.171851016","2.713705731","1.223925431","1.425022504","1.388667291"
"a358","1.219682542","1.765346396","3.544189575","0.976486771","1.67841048","1.187291632"
"a359","0.908404121","1.636469201","3.420332187","0.692762147","1.466314019","0.918232183"
"a360","0.714729103","1.567164671","3.31352442","0.692559917","1.191884167","1.154952561"
"a361","0.518495817","1.606491326","1.651584212","0.887703826","1.78694165","1.871687892"
"a362","0.698533184","1.593089326","3.131383442","0.841094632","1.352697276","0.786059738"
"a363","0.570999664","1.18441035","3.53783076","0.895107985","1.408823129","1.419462355"
"a364","0.445323103","0.878726304","2.477257076","1.497800163","1.439987077","2.635628836"
"a365","0.657787313","1.147666124","3.4878181","1.543378216","1.751562771","2.767104209"
"a366","0.66065066","1.309800116","3.636060166","1.28742041","1.134976766","2.391441046"
"a367","0.585791061","1.016916342","2.646127398","1.916975662","1.740795179","3.021745177"
"a368","0.314078686","1.081712472","2.416825876","2.074715748","1.88054952","3.451543669"
"a369","0.721543349","1.767735675","2.961115676","1.081144436","1.13481015","1.542213138"
"a370","0.717758776","1.698558506","4.011925509","0.783740364","1.052841082","1.102703045"
"a371","1.448775854","2.137987797","4.064298674","1.222762112","1.169583471","1.538894598"
"a372","0.693712048","1.983576434","3.19890986","1.301017632","2.169855645","1.10089638"
"a373","0.892280841","1.770853795","2.968956748","0.741899994","1.069220271","1.503888242"
"a374","1.199351302","1.922844685","3.239657768","1.568534808","1.368914452","2.101729559"
"a375","0.193927806","0.587099388","1.015515988","1.566644694","1.516826275","2.784691874"
"a376","0.478166458","1.020357081","1.626022199","1.76089768","2.576449303","3.227555054"
"a377","0.428722505","0.758422794","0.9237772","1.311495014","1.46803958","2.720765099"
"a378","0.830463314","1.589247947","2.624164458","0.8485617","1.142773365","1.660355454"
"a379","0.448475391","1.191675793","1.860786498","0.96772412","1.740500852","2.331644385"
"a380","0.711370425","1.61516468","1.919431338","1.448461112","1.553622703","1.390277712"
"a381","0.732465782","1.501080188","2.212378817","0.956333714","0.909608607","0.994182481"
"a382","0.824276696","1.86122666","2.771457585","0.90645915","1.55686707","1.667176977"
"a383","0.763350917","1.693098875","2.148832904","1.343873849","2.010727195","1.777314241"
"a384","0.959298319","2.685835054","2.69330425","1.553018058","2.065397733","1.711449235"
"a385","0.933845661","1.898589106","2.21397641","1.562733612","1.545259631","1.675249822"
"a386","0.767051958","1.412472242","1.414322152","2.053006535","2.169041392","2.394666927"
"a387","0.56284901","1.361185113","0.877311379","2.920504838","1.602848256","2.091345769"
"a388","0.628165938","2.062703627","2.181286141","1.087404178","1.348083653","2.102122097"
"a389","0.756718521","1.420076869","2.108656529","1.246384602","1.439173547","2.609440157"
"a390","1.037992936","2.255496877","2.25474752","1.662970694","1.407688152","1.903557707"
"a391","0.756315797","1.883977558","2.403596909","1.366718822","1.310098459","2.05179802"
"a392","1.328060381","1.964242447","2.376770802","1.007602318","2.17829642","2.758997391"
"a393","0.977655406","2.075816165","1.536779934","2.74833782","2.638940221","2.282518089"
"a394","0.787329765","0.893181233","1.032956614","1.005963515","2.161893054","1.553835889"
"a395","0.430197838","0.813816366","0.888814205","1.844505168","2.708232845","3.046988362"
"a396","0.741568318","1.6453929","1.97304208","1.241160974","1.842791814","1.80060049"
"a397","0.500896151","1.339581392","0.860054686","1.4401213","2.358705215","4.202744451"
"a398","0.338353906","1.162151785","0.681949464","1.682859952","2.171904658","1.778417866"
"a399","1.055657909","1.844933804","2.245870711","1.906763454","1.796872718","2.098300763"
"a400","1.046454755","1.199073517","1.406465222","1.056333856","2.146890286","1.293025878"
"a401","0.651560553","1.130976837","1.214199177","1.380385281","1.853066376","1.366245477"
"a402","1.726187538","2.061671041","1.459434458","1.307454809","1.563958737","1.723015847"
"a403","0.477232312","0.981993889","1.618518353","1.886413868","2.030362526","2.017537741"
"a404","0.471750453","0.750552393","2.711551828","1.378902254","2.288387852","2.194021949"
"a405","0.541900873","0.705158081","1.414006513","1.996200899","3.309469244","2.930115279"
"a406","0.779908173","0.84753124","1.814425885","1.444352784","2.400660849","2.598413047"
"a407","0.753873367","0.816080411","2.085836163","1.806274462","2.217927302","2.164863702"
"a408","0.578759427","0.998194129","2.336902443","1.731415355","2.664802418","3.594834754"
"a409","0.549261407","1.341464931","2.156846007","1.693235364","2.171017461","3.203847365"
"a410","1.44104946","0.197668076","0.802281655","2.83540003","4.515081575","3.819116054"
"a411","1.107924531","0.930610899","1.347033077","1.300668536","3.341985628","2.335091319"
"a412","1.597986651","1.890536147","1.603960366","0.75384796","2.593179656","1.077692483"
"a413","1.645746603","2.173322526","2.287658057","0.788460749","2.043703819","0.941350915"
"a414","1.704961802","2.192617637","1.698387414","0.7906604","2.80310425","0.875139143"
"a415","1.830191275","2.06386685","1.584807523","0.517067523","1.56143533","0.707606835"
"a416","1.684943668","1.763439419","1.86454805","0.846918415","2.144734036","1.093632886"
"a417","1.313688835","1.796521573","1.356168627","0.600796342","1.518899594","0.938117164"
"a418","1.225115642","1.58144448","1.831127367","0.95193202","2.238512669","1.609845455"
"a419","1.08973704","1.505775748","1.395166323","1.018488973","1.718456221","1.346763963"
"a420","0.861474804","1.295846221","1.549738534","0.801625946","1.760510243","1.131361652"
"a421","1.409341677","1.522508884","1.681106803","0.840625391","2.009589804","1.023591234"
"a422","0.971825753","1.847143134","1.60583333","2.307243181","3.137987435","1.835474901"
"a423","0.931092584","1.871142933","1.38502225","0.641927441","1.655648194","0.888423491"
"a424","1.376877723","2.023735561","1.650472936","0.687101549","1.639691481","0.739459591"
"a425","0.645748322","1.662084501","1.941725816","2.167807407","2.091041524","1.104739284"
"a426","0.849811352","1.802679509","1.468979236","1.710102594","1.578454634","1.216751515"
"a427","1.153152643","1.910351745","2.089703581","1.003378525","1.575005898","0.921257947"
"a428","1.403858005","2.293232009","2.643898669","0.96686847","1.400095969","1.007309546"
"a429","1.257678685","1.973272896","3.666085519","0.94233329","1.673513809","1.744955339"
"a430","1.190236223","1.788544044","3.566134261","0.863090378","1.513681921","1.502779553"
"a431","0.789043453","1.594555671","1.9744967","0.910730067","1.41190541","1.231404355"
"a432","0.494149841","0.876792857","1.533044136","1.827186794","1.677002343","2.354655412"
"a433","0.657947963","0.896789642","1.861657194","1.323898193","2.069853276","2.785087629"
"a434","1.018990651","2.16599255","2.260701822","1.611716002","2.344545259","1.329147654"
"a435","0.778858505","1.216117507","2.411850981","2.022120311","1.995271961","3.847266857"
"a436","0.704446681","1.238132422","2.524670037","1.912212873","2.202851753","3.101969703"
"a437","0.859903754","1.460998907","3.473928909","1.441954702","1.788233721","1.786880737"
"a438","1.099609151","1.427390418","2.849763625","1.429021928","2.107776827","2.194312622"
"a439","1.444466795","1.560195703","3.673990311","1.082579541","1.397042715","1.05856538"
"a440","1.220605565","1.310346879","2.560354346","1.089250562","1.474748774","1.372524333"
"a441","0.855832193","1.188635227","1.663111694","1.998216985","2.0321235","2.301537393"
"a442","0.915034855","1.812297542","2.813096969","1.501786397","2.148824665","1.934061357"
"a443","0.550994108","0.794799145","0.860353444","1.979583571","1.821286379","1.890189069"
"a444","0.793888738","1.612050389","2.097510486","1.577897385","1.778679128","2.00559202"
"a445","0.825270976","1.188689933","1.829269538","0.929924938","1.160587046","2.265051254"
"a446","1.363552934","2.441033182","2.004787984","0.933823613","1.151298585","1.617365368"
"a447","1.220769371","1.706209158","1.907400285","0.697038637","1.21746801","1.611609872"
"a448","1.687774119","3.924234638","3.260039356","0.886283094","1.514909948","1.736710758"
"a449","2.271068359","2.708732896","2.591273057","0.705598665","1.414606046","1.519816137"
"a450","2.310220854","2.744773553","2.261685695","0.552867937","1.016788053","1.383699029"
"a451","1.313729418","1.870765499","2.069167111","0.983784223","1.518739511","2.290033659"
"a452","1.414438497","0.969466853","0.692246042","0.711483884","1.597378083","1.035120832"
"a453","0.7448003","1.659831835","2.326002245","0.7475292","1.566062477","2.030460673"
"a454","0.544331777","1.101457508","1.035344526","1.885189487","2.068329566","2.45675907"
"a455","0.773791293","1.162485713","0.727240104","2.658718448","1.735663501","3.007630202"
"a456","1.137386193","1.117851484","1.222011437","1.642382346","1.887279146","1.732186507"
"a457","0.940919314","0.864293347","1.256982078","1.517591553","1.923275164","2.837803457"
"a458","1.819295325","1.290451019","2.955169115","1.093031521","0.736457983","1.510082426"
"a459","2.052730288","1.569994731","3.016812376","0.671972642","1.043150103","1.021202857"
"a460","2.105691103","1.537704502","1.96737256","1.476267103","1.061600045","0.701189271"
"a461","2.869276498","2.172806581","2.168476118","1.316420117","1.270614182","0.684623799"
"a462","3.035719093","2.323981481","2.766369015","1.492524485","0.927957333","0.649212636"
"a463","1.028894528","1.002880119","1.728511841","2.006300718","2.626721163","0.572453248"
"a464","1.414297725","1.235273345","3.121824616","1.575282752","1.827532859","1.408724127"
"a465","1.300256665","1.117941085","1.319085562","1.501812735","2.337963192","1.061094254"
"a466","0.537259764","0.69407362","1.00152964","3.556094621","2.658228969","1.716816397"
"a467","1.431479348","1.930678845","2.346819501","1.83412266","1.669287424","1.282697529"
"a468","0.730409401","0.756046627","3.007110287","1.312363207","2.727545944","2.331772225"
"a469","1.268450751","1.264175994","2.839616426","1.051371295","2.701169969","1.777386895"
"a470","2.463003995","1.419986067","5.116910324","0.76325464","1.525674772","1.418154992"
"a471","3.239665433","2.705310784","2.373341146","0.675375942","0.209978289","0.975072096"
"a472","1.602397326","2.185068774","3.884104164","1.337597785","1.843346357","1.632120497"
"a473","1.614241433","2.030188857","3.303032898","2.286558332","3.474037871","1.938387598"
"a474","0.869247475","1.40211227","1.350903176","1.039567877","2.537361918","1.120748548"
"a475","0.853053186","1.332700095","1.30166977","1.314850747","2.607691734","1.645761844"
"a476","0.845632881","1.979959298","2.957379273","0.917580043","1.698359659","1.01358803"
"a477","1.082381138","1.26116807","3.643851341","1.66419429","2.99002174","1.780503299"
"a478","0.48374316","0.917781369","1.674652049","1.234602942","3.198259539","1.8532825"
"a479","1.138529301","1.748960633","1.858536326","0.601060386","1.598125998","1.169384606"
"a480","2.335100182","2.084311942","2.69922716","0.737626631","1.89116817","1.509010374"
"a481","1.832144609","2.185517445","2.841822998","1.192912556","2.559616013","1.510955995"
"a482","2.222863525","1.935557409","4.672345028","1.067759322","1.459914664","1.758224954"
"a483","1.655359689","1.222071287","6.858100676","0.92114307","1.576403022","2.878486779"
"a484","1.378752051","0.122472172","1.656700898","0.848095489","2.752149726","3.365258351"
"a485","0.815557471","0.547622457","0.598246349","0.611911604","1.775104142","3.418802941"
"a486","1.353179198","1.897381367","2.315040042","0.375228016","1.587077718","0.962361464"
"a487","1.741488697","1.942574812","2.304122148","0.420463782","1.130328384","1.552796929"
"a488","0.905217049","0.873070521","2.569780313","0.572503401","0.671489479","2.930625158"
"a489","1.23850751","1.018401882","3.601022321","1.150744019","1.541389241","2.841515691"
"a490","1.015667478","0.986000427","2.947648368","1.888103096","0.926954031","1.946209615"
"a491","1.948432664","1.511607175","3.518524614","1.93431114","1.448670859","2.487617385"
"a492","1.321899899","1.470075522","2.528912512","1.529712464","1.331078923","4.087458276"
"a493","1.643484203","2.421211482","4.021911419","0.947379499","1.79885292","2.569470149"
"a494","0.91572362","1.130691175","1.443405316","1.783616496","1.82671843","2.600125473"
"a495","1.530000459","1.104038057","1.176860946","1.272734234","1.450636977","1.416664593"
"a496","0.976783855","0.881771084","1.675737003","1.445275426","1.559630373","2.303114664"
"a497","2.097072073","1.255830849","2.654968745","1.637868661","3.639497382","2.226989923"
"a498","2.045205333","2.195832924","4.076784381","1.65192307","4.636206728","3.442404496"
"a499","1.520122679","1.379909894","2.214404168","3.335435667","4.288539799","3.802081339"
"a500","1.868653086","2.15951805","2.917618381","2.08331748","2.830250302","1.919136551"
"a501","1.193137896","1.251462983","1.400822925","1.374000519","2.133723378","1.728140435"
"a502","0.52686267","0.7498132","0.677840297","1.872453371","3.505746943","2.035532411"
"a503","1.456986584","1.756903021","1.62132412","1.303946994","2.55546817","1.176422846"
"a504","1.919768332","1.628936046","2.638916573","0.880304909","3.343889204","1.374717447"
"a505","1.702156697","1.686855343","1.777167266","1.102878185","2.864862843","1.618099867"
"a506","1.682636819","1.619836641","3.333499415","1.552061075","2.89636783","2.788771373"
"a507","1.185346698","1.299269697","2.241070843","1.713541649","3.884752845","2.375317272"
"a508","0.779604734","1.08560842","0.735444088","2.025186547","2.87601813","1.761340045"
"a509","1.251332549","1.647263886","1.996342231","0.911693162","2.677160753","1.509685451"
"a510","1.284705574","1.196451461","2.250985388","0.562953191","2.782414886","0.664065547"
"a511","1.862517336","1.499950055","2.998076305","1.298561365","1.936029234","1.772668564"
"a512","1.288766943","1.545477397","1.655480212","1.723297501","2.262574306","2.701726583"
"a513","1.085651169","1.474188285","1.210995115","1.416295246","2.266287106","1.899130985"
"a514","0.962206839","1.113779797","1.249104052","1.030881987","1.438235127","1.841133936"
"a515","0.682799637","0.95169412","1.225438116","1.069263573","1.68198804","1.809830016"
"a516","1.043286376","0.982262037","2.154767362","0.734102537","1.763599153","1.112001937"
"a517","0.942059885","0.987617892","1.52713477","0.986916239","1.937753284","1.30607213"
"a518","2.05418628","2.097469176","1.07220654","1.040190225","1.848621401","0.918007055"
"a519","1.301370331","1.631519931","1.250833974","1.145313615","2.159149251","1.207249829"
"a520","0.821571997","0.802572651","0.889934053","0.871620135","0.793892354","0.923372602"
"a521","1.726003285","1.508363629","0.721478906","0.806736164","0.66668167","1.354237556"
"a522","1.117041594","1.141927634","1.182052079","1.125410923","1.746214501","1.36941243"
"a523","0.543304923","0.747741448","0.806851275","0.621122344","0.774477203","0.521336056"
"a524","0.80598169","0.751982937","1.03641246","1.391075094","0.643969889","0.966717964"
"a525","0.846202107","0.766048352","1.388052882","1.181550707","1.767475331","1.403945488"
"a526","0.852622754","1.177917361","1.313586924","0.710809122","0.659512768","0.826503267"
"a527","1.651033362","2.829061531","2.506952087","0.825245943","0.671528622","0.993086655"
"a528","1.295897608","1.426566131","1.301919587","1.10584787","0.038772543","1.093021015"
"a529","1.100221365","0.849374405","1.339796327","1.23690365","1.029239211","0.71747389"
"a530","0.947565053","0.747598935","0.896745665","0.836573979","0.294156053","0.732205431"
"a531","1.064412706","1.867617872","2.416185774","0.89624027","0.764438888","1.230009273"
"a532","1.244939902","2.055745894","2.652077414","0.815545964","0.703822856","1.089420334"
"a533","1.314787732","1.843762345","1.556501678","1.028215411","0.809475454","1.199182961"
"a534","0.7941341","0.862340221","1.078430898","0.995298197","0.214553585","0.85215809"
"a535","1.843572256","3.363876332","2.573879836","1.454402845","1.237973958","2.335251168"
"a536","0.931056726","1.525878277","1.701174465","1.682424152","0.902964779","1.772876431"
"a537","1.07434175","1.000986434","0.947486852","0.88762685","0.14812821","0.398967323"
"a538","0.266099833","0.202272905","0.319604726","0.119347494","0.161179426","0.210031754"
"a539","1.359566899","1.17608038","2.273797815","0.642833632","1.587158744","0.662109643"
"a540","1.647697064","1.709423354","1.913266062","1.108390098","1.032427855","0.83667028"
"a541","1.894276274","2.123371684","1.791792055","0.907962472","0.688518084","0.712328748"
"a542","1.188234583","0.980509296","1.584193893","0.693022567","0.78013761","0.438498543"
"a543","0.759402335","2.25383076","1.24298865","1.239513813","0.734347479","0.37880777"
"a544","0.857639912","2.284161092","1.213551062","1.457376508","0.751477042","0.420760781"
"a545","1.638319333","1.734401796","2.368785269","0.794435183","0.704816347","0.611096122"
"a546","1.610883896","1.791608029","1.691835573","0.940580612","0.978449602","0.505425424"
"a547","6.600041977","4.677663213","1.585242919","2.637588055","1.558791971","0.104211667"
"a548","0.68028061","1.871237231","1.896678427","0.758560499","1.191284974","0.714121545"
"a549","2.11303937","1.697877801","2.390345036","0.882248598","1.139247569","0.619111969"
"a550","1.138499076","2.867665315","1.767313725","0.750550841","1.033432126","0.644088269"
"a551","1.482556878","2.085894817","2.771044264","0.627890081","1.233764247","0.352263007"
"a552","0.709867563","3.249222581","1.597375138","1.41363755","1.573803132","0.752120902"
"a553","0.880665468","2.671523369","1.618148518","1.423453816","1.782669785","0.625930197"
"a554","1.123742945","1.137483467","1.866058044","0.853828674","1.160423199","0.978733031"
"a555","1.239478794","0.264443199","0.958333482","0.836848275","0.154447063","0.413603466"
"a556","1.001527123","1.543411227","1.957966721","0.744041358","0.936931042","1.033135081"
"a557","0.843554608","0.748604344","2.157525928","0.573984613","1.026501867","0.642723021"
"a558","0.746086111","1.016808458","1.941583612","0.205623984","1.00276589","0.652663056"
"a559","0.983468498","1.816848849","1.823610798","0.410855026","0.500694137","0.697289692"
"a560","1.213562379","1.834064027","1.774991482","0.606820717","0.562991519","0.675456132"
"a561","1.135123377","1.790661037","1.199596965","0.427340747","0.330909534","0.748605675"
"a562","1.253400856","0.919544771","1.170550517","0.296396926","0.597156747","0.579060999"
"a563","1.055117094","0.249044186","0.822231297","0.270900709","0.214089784","0.267724524"
"a564","1.220804023","0.088726097","1.569658374","0.165693527","0.173106626","0.117854346"
"a565","0.461713078","0.347226005","0.577507563","0.27172376","0.260906809","0.240479136"
"a566","0.798247741","1.616963615","0.426666194","0.867910219","0.600367864","0.908348316"
"a567","0.445865529","1.145699973","0.569977","0.811422914","1.271626719","0.839922244"
"a568","1.421143087","1.494738888","0.77668766","0.768141802","0.649946096","0.237602142"
"a569","0.839928274","0.379015314","1.475312348","0.247769934","0.489622326","0.23170434"
"a570","1.184931049","0.952688373","1.308620877","0.615449906","0.743812672","0.394244876"
"a571","0.826772273","0.277022418","1.68809646","0.355583733","0.270669021","0.125415754"
"a572","1.02764698","0.733154921","1.687840996","1.266637595","1.611289489","0.795162928"
"a573","1.333885079","1.015292067","2.359288835","0.727550177","0.60731237","0.529938436"
"a574","0.875920176","0.721553219","3.506599023","1.252629178","1.468792375","1.007898281"
"a575","0.748549795","1.062290338","2.198745361","1.176107176","1.427377316","0.754498373"
"a576","1.30869455","0.216354509","0.89827206","1.467864023","1.58841743","0.280963261"
"a577","1.597272163","0.940298575","0.856641498","0.926520314","1.427687865","1.36107091"
"a578","0.592871327","0.5047785","1.430434488","1.052293056","1.271730675","0.681166868"
"a579","1.00856782","0.491543996","2.614122365","1.01647595","1.03170212","0.801973351"
"a580","0.527737435","0.473570928","1.509010446","0.461101418","0.880620111","0.610811975"
"a581","0.852155359","1.081993143","1.557740614","0.684056476","1.687394868","0.524003389"
"a582","0.704368014","0.523863159","1.451579681","0.430030856","0.678364225","0.596638241"
"a583","0.586207944","0.836862655","1.490196526","1.022492855","0.971007212","0.851991106"
"a584","0.879741739","0.977674464","1.512816279","1.228007414","1.235477424","1.187015582"
"a585","1.732078267","1.194224863","1.403688294","0.960647155","0.56374973","1.069514554"
"a586","1.448002757","0.970977179","1.54800737","0.81747984","0.433802528","1.514845255"
"a587","0.480267966","1.28145464","1.621101899","0.992003738","0.304307706","2.719684752"
"a588","1.787861709","1.043649503","1.382995005","1.392595344","1.044473395","1.096709597"
"a589","0.985303592","1.171778058","1.312602687","1.629498684","1.761532049","1.933842984"
"a590","1.514226437","1.77291379","1.7057254","1.201075117","1.090766456","1.752169837"
"a591","0.543760873","1.769563019","1.154452888","1.391369446","1.075006397","0.474772623"
"a592","0.355489912","1.986376369","0.918631914","0.567722728","0.90980862","0.928813336"
"a593","1.331278724","1.35414126","1.25555405","1.126543763","0.918065732","1.099179893"
"a594","1.811900254","1.156168998","1.288885896","0.843768905","0.750000004","0.503301318"
"a595","0.889503353","1.000295565","1.65721403","1.595714469","1.411539051","0.547471277"
"a596","0.744843178","0.943047077","1.093563038","1.19269822","1.138177991","0.794959858"
"a597","0.895834849","1.317502128","1.666850464","1.4822324","1.2465522","0.838664594"
"a598","0.756623988","0.66632235","1.573411669","0.675782161","0.91648065","0.548778777"
"a599","3.021544701","1.141707258","1.022408383","1.548965119","0.946987566","0.509995498"
"a600","1.816668443","1.55198716","0.995728473","1.928935648","1.320905011","0.570144474"
"a601","0.691722991","0.988227534","0.916546183","1.430396993","1.167689515","1.189538171"
"a602","0.304749104","0.808983109","0.84850566","1.33623186","0.972563829","0.40855627"
"a603","0.591799041","0.599113386","1.581016047","0.559021947","0.928421501","0.461529121"
"a604","1.032440757","0.623173347","0.716508898","0.486678917","0.404841718","0.249919249"
"a605","2.806459633","1.156173557","2.467246581","1.393079552","1.125005927","0.998368207"
"a606","1.016144756","0.498059532","2.463806135","0.402452198","0.676215684","0.52211356"
"a607","0.934825833","0.568873392","1.789426325","0.677896078","0.743880554","0.365826058"
"a608","1.200421924","0.966606706","1.825923435","1.348286032","1.032491384","0.594612515"
"a609","1.050249133","0.533302051","2.022472945","0.62297079","0.781304767","0.560795706"
"a610","1.758437803","0.992502992","1.235849363","1.17704947","0.869028916","0.620767079"
"a611","0.485366504","1.403824736","1.258406117","1.625696852","1.13922683","0.561720228"
"a612","0.910426758","0.650389082","1.470733119","0.979178602","0.819066527","0.546461968"
"a613","0.504147796","0.625643271","0.65187601","0.556924428","0.889811167","0.389108435"
"a614","0.375714663","1.069982239","0.808604476","0.785030136","1.191686672","0.544852513"
"a615","0.267454673","1.048264439","0.63802671","0.985344122","1.221492616","0.410619684"
"a616","0.208832467","1.353984885","0.904443923","1.184287226","1.956138166","0.854686972"
"a617","0.23740426","1.325996538","0.724081096","1.902054233","1.726394283","0.896501913"
"a618","0.36689976","0.96157291","1.004899209","1.216468118","1.122105088","0.790260265"
"a619","0.382288703","1.385706514","1.045970633","1.491018532","0.923499569","0.628936064"
"a620","0.483511672","1.771376041","1.274861904","1.616261735","1.092147441","0.942814668"
"a621","0.443688549","0.66334404","0.933500084","0.644692326","1.060477608","1.131777909"
"a622","0.496288728","0.964769808","1.037343182","0.940028416","0.746915901","0.826679535"
"a623","0.321385097","1.50628738","1.002030494","1.006384736","0.797063359","1.131529804"
"a624","1.21581269","0.455289184","1.611567182","0.851814611","0.887410455","0.246016597"
"a625","0.786354347","0.658679208","0.7179896","1.236276051","1.502375119","0.686933285"
"a626","0.872878451","0.549621875","0.90237121","0.625209338","1.292889693","0.45620326"
"a627","0.8104402","0.519611296","0.858047215","0.522501871","1.059810425","0.721769618"
"a628","1.344550931","0.550740548","0.925075601","0.665541617","0.928674622","0.861086688"
"a629","0.380453229","1.202195434","0.913186953","1.092971017","0.923105439","1.540840134"
"a630","0.313420351","0.479927345","0.991711215","1.022180959","0.973385516","0.515324507"
"a631","0.978737187","1.330190437","0.970923628","1.419934459","1.429391378","2.065236485"
"a632","0.475161389","0.599625867","0.672425817","1.750507133","1.493337404","0.953364483"
"a633","1.888513605","0.812649165","1.536129617","1.416411857","1.201746517","1.989177588"
"a634","0.673559218","0.54381002","1.476853169","0.736561919","0.694848544","0.913482895"
"a635","0.536814984","1.440841972","1.450441821","0.954596273","1.061723319","1.406708933"
"a636","2.349526933","0.932224694","2.53745667","0.400007069","0.7265127","0.386768587"
"a637","1.150602747","1.157743476","1.548198673","0.974171942","0.69462404","0.463937905"
"a638","1.813824154","0.817412492","1.220525288","0.597790454","0.768944171","0.363505046"
"a639","1.352686255","0.788033328","1.58769603","0.464361891","0.717623576","0.532882804"
