"Sample","20230511_IARPA_ST_TCX_TL_ALL_041_sample 019","20230511_IARPA_ST_TCX_TL_ALL_075_sample 041","20230511_IARPA_ST_TCX_TL_ALL_076_sample 042","20230511_IARPA_ST_TCX_TL_ALL_048_sample 022","20230511_IARPA_ST_TCX_TL_ALL_051_sample 025","20230511_IARPA_ST_TCX_TL_ALL_078_sample 044"
"a29","1.06127102","0.62953544","1.154459989","1.692218919","0.724080259","0.898713554"
"a30","1.055098309","0.533414291","0.861041879","1.815570133","1.165926777","0.717700043"
"a31","0.438196256","1.092036178","0.193293423","1.317640762","0.48933353","1.005730838"
"a32","0.901571675","0.416664117","0.854282324","2.022546834","0.539412621","1.169047545"
"a33","0.476250548","0.562630417","0.701249841","0.727725169","0.676587515","0.708147857"
"a34","1.221537888","0.41568581","0.936321536","2.223727359","0.769652572","1.104050192"
"a35","0.721262795","0.867798957","0.739689472","1.20744732","0.738982911","0.562991375"
"a36","0.873392066","1.226860002","0.785941617","0.910957545","1.347111856","0.874143456"
"a37","0.822395889","0.228583896","0.626783618","1.358051719","0.674826715","0.830394735"
"a38","0.962161462","0.258302446","0.71866323","1.129401903","0.807550035","0.837890993"
"a39","1.248273175","0.422863452","0.838726814","1.740390866","1.051639298","1.306123777"
"a40","1.183024773","0.496551887","1.054208511","2.871555598","1.441990916","1.766599314"
"a41","0.989753679","0.63383424","1.029288356","1.522938501","1.013964405","1.033835835"
"a42","0.916484418","0.569011349","0.969808755","0.949137023","0.70473085","0.705948714"
"a43","0.975878331","0.387517929","0.971148705","1.11780609","1.525346793","1.117316609"
"a44","0.965830224","0.101583859","0.71689946","1.651301022","0.809692361","1.69513878"
"a45","1.164337748","0.46285919","1.038134091","3.051830417","1.997573951","1.782107301"
"a46","1.10941817","0.354286587","1.065859306","1.466193439","0.80034275","1.468581673"
"a47","0.982378332","1.3071574","0.864474628","2.724160341","1.641325223","1.240356374"
"a48","0.95537728","1.197171163","0.883789489","1.401418481","2.011773943","1.990227728"
"a49","1.408304803","0.653915134","0.948739522","2.616318808","1.53644398","1.98569004"
"a50","1.014105387","0.457998891","1.357079875","1.4784393","1.181708494","1.434760215"
"a51","1.325320925","0.641116671","0.937868464","3.136375533","1.69322221","1.657690814"
"a52","0.931682318","1.301081511","1.161752497","1.269342893","0.976234615","1.39191527"
"a53","1.489103479","1.257584902","0.817788786","2.555307101","1.34335574","1.504363133"
"a54","0.702685686","0.551354869","0.361492421","0.609337669","0.341709887","0.341386257"
"a55","1.006004676","0.350969181","0.574677541","0.889359001","0.464782134","0.557966224"
"a56","0.513294749","0.382465417","0.248034128","0.527214043","0.205259567","0.277276452"
"a57","0.201475882","0.308951595","0.110749386","0.131325367","0.141724107","0.059710367"
"a58","0.292675456","0.372989384","0.120465917","0.230570257","0.476640127","0.110871417"
"a59","0.294423471","0.42132083","0.099328142","0.139911725","0.185067574","0.07368727"
"a60","0.477245955","0.434587103","0.426408388","0.430212315","0.676780871","0.249849412"
"a61","0.18239736","0.40828361","0.026349987","0.054341592","0.014867037","0.020540986"
"a62","0.459646399","0.24949028","0.058830474","0.128682557","0.092032135","0.012865773"
"a63","0.596803054","0.783420644","0.725927757","0.785687478","1.095659998","0.50649706"
"a64","1.004262404","0.845373613","1.164412152","1.037264733","1.163794295","0.929214902"
"a65","1.099438818","0.913549678","1.35934105","1.090415923","1.219114067","0.891151851"
"a66","0.703433048","0.556000784","0.760040953","0.979875669","0.958019503","0.51445359"
"a67","1.109123601","0.805926304","1.052774224","0.962690622","0.95488768","0.766643022"
"a68","0.767019104","0.676239342","0.852582922","0.841800304","0.978542773","0.523586545"
"a69","1.025893948","0.913548441","1.241708354","0.843266283","0.828555368","0.769515142"
"a70","0.948457042","0.805376378","1.21596439","0.947994931","0.887513557","0.619808774"
"a71","0.9653859","0.792825908","1.097182867","0.827179075","0.91236041","0.772050584"
"a72","0.956330974","0.869376712","1.147551233","0.915983178","1.006515721","0.84746743"
"a73","0.085046414","0.066936514","0.095414993","0.061704882","0.078268639","0.054218755"
"a74","0.409506729","0.32176524","0.4953621","0.289116788","0.406917419","0.236552174"
"a75","1.212845947","0.846422394","1.602080466","1.133985909","1.420210766","0.733652408"
"a76","0.828246836","0.544132289","1.106260914","0.657612766","1.045855518","0.666419793"
"a77","0.941293294","0.888814418","1.377701497","0.873100852","0.871303572","0.70784781"
"a78","0.992225512","0.864903362","1.155454135","0.802163564","0.977009258","0.667638663"
"a79","1.086606468","0.913517371","1.324906012","1.116483286","1.201917757","0.75703005"
"a80","0.382537372","0.530133254","0.529222589","0.561108148","0.506554757","0.383353019"
"a81","0.32707202","0.323745103","0.441105151","0.202382488","0.338353577","0.145036874"
"a82","2.102241607","1.521901514","0.036441949","0.052105761","0.046727325","0.0228548"
"a83","2.060361433","0.702528334","0.018647855","0.1006275","0.120304728","0.105569758"
"a84","1.869931648","1.952587331","0.006087703","0.038847916","0.029881283","0.006114347"
"a85","4.162252503","1.148348242","0.046591715","0.047037456","0.099119712","0.08255753"
"a86","1.05075752","1.649475545","1.819533103","0.870529057","1.014710459","1.059375141"
"a87","1.170426853","1.371084819","1.052133269","0.833513492","1.235338089","0.923969086"
"a88","0.510583526","0.779347762","0.846418169","2.157976721","1.510364649","0.902334531"
"a89","0.294448224","0.92545789","0.6756941","0.460738688","0.506836833","0.276924805"
"a90","1.038864419","0.818038489","0.395887821","0.439815459","0.574051464","0.24780887"
"a91","0.258086066","0.944667304","0.613253355","0.412320491","0.872179429","0.232052797"
"a92","0.63666077","0.690860093","1.007675868","0.521415089","1.170485733","0.399689033"
"a93","1.03820152","0.888094217","1.148777037","0.961903396","0.736618505","0.701342614"
"a94","0.48054287","0.245837756","0.477815458","1.509757943","0.737819907","1.264233425"
"a95","3.096555293","0.320945762","0.707306923","2.330480447","1.841649912","1.03973691"
"a96","0.726367176","0.518703684","1.686664011","2.496603141","1.605144564","1.507495129"
"a97","0.675450477","0.279860811","1.158491463","0.870634749","0.574549602","0.393830536"
"a98","2.196360288","0.862160103","0.651891273","1.345071294","0.467915817","0.341575334"
"a99","0.918039888","0.314760847","1.403340978","2.139582896","0.873595541","0.283546796"
"a100","0.3515519","0.593253108","0.75938987","0.703828283","0.966398317","0.943142187"
"a101","1.904389197","0.681620643","1.276540328","1.004395589","0.754175628","0.726774822"
"a102","1.112006225","0.145741019","1.041244922","0.864953311","0.503628843","1.356567106"
"a103","3.277691429","0.368599817","0.596048344","1.668133392","2.443389379","0.68610049"
"a104","1.957605896","0.437804241","0.859502344","0.868333512","1.492800753","0.656180391"
"a105","1.626363374","0.494706391","0.443776878","0.618026447","1.724582272","0.525936634"
"a106","4.58790504","0.568835531","1.006779293","0.774860213","1.980148301","0.381093357"
"a107","1.419312742","0.735597452","1.078402376","1.032705777","2.265205859","0.83446448"
"a108","0.624472762","0.52756166","0.924319434","0.443065882","2.197439015","1.731494815"
"a109","1.441959728","0.899667397","0.727359757","0.531636298","2.55323403","0.763315466"
"a110","1.823129705","0.769754502","1.346230914","1.450686945","1.745834368","1.029669389"
"a111","1.568494496","1.100170874","0.802144283","1.204961175","1.112328365","0.955887857"
"a112","0.727290467","0.807161867","0.645237524","0.872557181","1.353522644","0.999087373"
"a113","1.326506367","0.761758068","0.411658302","1.552987995","0.89470954","0.401335847"
"a114","0.337038286","0.867370297","0.334535069","1.2854806","0.294702701","0.369050064"
"a115","0.631802969","0.565198082","0.240526102","1.035981652","0.413373142","0.366881202"
"a116","2.227107927","1.131313344","0.580798678","2.441209423","1.135472527","0.739613543"
"a117","1.709426895","0.785945262","0.762758625","7.140164321","1.831153822","0.979515351"
"a118","0.624682278","0.738115087","0.847418886","2.861618365","0.858926344","1.46164778"
"a119","0.725092587","1.355784497","0.797464401","2.083781952","0.942024787","0.780921295"
"a120","0.898275219","0.870140989","0.512093473","2.199031468","1.211649856","0.78890479"
"a121","0.860416236","1.078298135","1.176367396","0.930564104","1.386904088","1.729263378"
"a122","1.647514546","0.938645164","1.618065129","0.701604326","1.25988082","0.387745863"
"a123","0.553336908","0.804930046","0.684319444","0.484351307","0.077538564","0.660733282"
"a124","0.1861001","0.475901526","0.754958243","0.57702416","0.688163981","1.240499857"
"a125","0.813792169","0.861607044","1.257277479","0.738845474","0.994575316","0.953934939"
"a126","0.20320492","0.431393099","1.014175527","0.427715942","0.579039134","2.98075421"
"a127","0.204518922","0.282655884","0.546108256","0.479894901","0.492141417","2.875729761"
"a128","1.653129645","0.770811282","0.865602168","0.485892489","0.792713047","0.91414712"
"a129","1.133925744","0.263833401","0.72184197","0.407135713","0.615800776","0.214883671"
"a130","0.30268156","0.405747856","0.800556681","0.869360441","0.358957599","1.08220845"
"a131","0.257091983","0.656008342","0.841357294","0.953136564","0.55504882","0.740037433"
"a132","0.897748269","0.787196213","0.925532177","0.925654345","0.984987193","1.592369198"
"a133","0.597266064","0.731957905","0.965492953","1.092210211","0.741977891","1.885122097"
"a134","0.465885689","0.278058848","0.25923098","0.46089404","0.284683421","0.14883161"
"a135","1.093070995","0.391714093","0.436973539","0.526668153","0.404673414","0.350344399"
"a136","0.762740947","1.136588389","0.979493169","1.087938515","2.358068854","0.657704121"
"a137","1.097496642","0.909840722","0.77809631","1.202312713","3.12347329","1.213387294"
"a138","0.74131247","0.86532593","1.006567385","1.513007567","1.971728054","1.432253239"
"a139","1.304551312","1.22440377","1.227974164","0.786161994","2.309098573","1.691019201"
"a140","1.120539992","1.014966458","1.250868657","0.719237152","1.98601324","1.128034522"
"a141","1.236319263","0.912552652","1.242769162","1.514989506","1.498496491","1.292671946"
"a142","1.256882363","0.63543337","1.141737364","1.052279509","1.970385804","0.796628811"
"a143","0.847967579","0.859273785","0.730614231","0.689755075","1.339963146","1.047212346"
"a144","0.842080191","0.798763562","0.872017547","0.613800704","1.611623785","0.589635033"
"a145","0.909164396","0.7443388","0.789205228","0.616964761","1.611430159","1.090407134"
"a146","1.287417595","0.647771239","0.961414598","0.903919646","2.28552131","0.848770395"
"a147","1.756882138","0.403290376","0.991882045","1.112933095","1.446185291","0.135170366"
"a148","0.606289501","1.257755779","1.656228437","1.526902602","2.068005064","1.337845012"
"a149","0.190768365","0.725604057","0.163907736","0.373115328","1.301009617","0.161247071"
"a150","0.941230785","1.309071474","1.45494773","1.362686801","2.51688687","1.091114398"
"a151","1.232416508","0.904261622","0.14658287","0.670256049","1.583188326","1.048471841"
"a152","0.940573328","1.064379203","0.817622204","1.111475876","2.789800051","1.091241341"
"a153","0.764057351","1.023840506","0.685488571","1.191014259","2.109708655","1.007401257"
"a154","1.160215836","0.624897846","0.964410511","1.053229683","1.746793486","0.793550436"
"a155","1.491839763","0.478509182","1.068895682","1.106708137","1.285771578","0.890504621"
"a156","1.762948244","0.32831527","1.573148457","1.48174524","2.678398112","1.856682665"
"a157","1.348854271","0.653537618","1.179191129","0.885616478","2.216090442","1.035401569"
"a158","1.240454183","0.717926263","1.12898218","0.848293737","1.803928595","1.045394864"
"a159","1.05476947","0.557381682","1.046468708","0.953646358","1.849173479","1.160058496"
"a160","1.150515644","0.682423579","1.124109151","0.74574615","2.013288381","0.834323217"
"a161","1.253219962","0.6703093","1.222851752","0.905458911","2.127520804","0.948938382"
"a162","1.060653288","0.523410158","1.038075431","0.714610342","1.831320594","1.021103716"
"a163","1.266000974","0.615122327","0.847007251","0.904049005","1.696447675","0.896036583"
"a164","1.118197803","0.678186056","0.903176404","1.024583964","1.856850232","0.968250491"
"a165","0.845080616","0.572475802","1.172143849","0.723797799","1.524187474","0.985104856"
"a166","1.031018895","0.596984407","0.747885222","0.774082061","2.267487561","0.926940881"
"a167","1.125493691","0.484984874","0.902822222","0.839566796","1.790669171","0.693276877"
"a168","0.98235929","0.519504084","0.980604746","0.706276109","2.034650019","1.136711588"
"a169","0.875110044","0.558504876","0.632384728","0.845616727","1.568947648","0.883094038"
"a170","0.879745615","0.582605795","0.839266219","1.132321295","1.715241961","0.923914689"
"a171","1.141404251","0.923025422","0.901462654","0.945221409","2.208011748","0.99156387"
"a172","1.023631769","0.512275986","0.870257261","0.689519155","1.831897778","0.983236389"
"a173","0.55945441","0.736965076","0.716332062","0.379394974","1.004392705","0.568491845"
"a174","1.42624602","2.248128198","0.964832613","1.234329407","3.697770592","1.50342772"
"a175","1.164094384","0.82721423","0.935541442","1.265702052","2.103022596","1.568365783"
"a176","1.086973739","0.52694107","1.066278812","0.906791954","2.412095544","1.054154033"
"a177","1.237494945","1.296055273","0.448072302","1.862742123","1.935201397","0.686454645"
"a178","1.565397173","1.35005993","0.89966387","1.208263682","2.986689901","1.186085415"
"a179","0.904949971","0.829599321","1.093256036","0.868672556","2.699810778","1.506341792"
"a180","1.353454485","0.893231518","1.62345805","1.024052093","1.965416998","1.160355977"
"a181","1.465563299","0.565454522","1.382431661","1.05210788","1.490766277","1.073900955"
"a182","1.557217892","0.713802236","0.849250316","2.013327882","2.239521375","0.917373014"
"a183","1.272312458","0.702018923","1.249371325","0.798083572","1.447041617","0.891046025"
"a184","1.376951453","0.484074325","0.943902171","1.367337434","1.490414224","0.658834261"
"a185","1.203683448","1.322865035","0.587141752","0.938140921","2.594502778","1.293426099"
"a186","1.250000345","0.7014307","1.010910737","0.91284524","1.645952216","1.17817883"
"a187","1.124646368","1.334769694","0.957656861","0.925170865","2.572119121","1.228687556"
"a188","1.236180779","0.758656358","1.040153188","0.899159776","1.835983637","1.08759227"
"a189","1.433673679","1.142553867","0.956695047","0.968012623","2.575055124","1.420918697"
"a190","1.391147555","1.184195774","2.371957766","1.152128995","2.216433765","1.310089463"
"a191","1.377186701","0.820887571","0.865768712","0.924112176","2.060208611","1.188089255"
"a192","1.474188024","0.648765672","0.880812876","0.939423552","1.698608642","0.799427716"
"a193","1.361389619","0.835172041","0.967386902","1.167409552","2.114909026","1.137564374"
"a194","1.034456011","1.32652791","1.460663172","1.306390502","4.459694529","1.157892111"
"a195","1.527735782","0.590376879","1.012950543","0.924490371","2.131562487","1.106694675"
"a196","1.286902397","0.718754528","0.83166577","0.915881719","1.677660923","0.461730832"
"a197","1.353097232","0.73398299","1.670399795","0.954517587","1.605694854","1.098112705"
"a198","1.367012285","0.553813674","1.63809177","0.869908996","1.492052728","1.237363166"
"a199","1.116355093","0.81057075","1.249335611","1.128059333","2.500517487","0.859472933"
"a200","1.013085965","0.530290578","1.180815872","0.893161236","1.17560304","0.776234319"
"a201","1.299080457","0.604558042","1.148392232","1.186169725","1.804431332","0.891333682"
"a202","1.051944585","0.701431504","1.185340813","1.055282462","1.736863231","1.348825764"
"a203","1.011135666","0.617781081","1.022819407","0.879754948","1.022052636","0.882104082"
"a204","1.19899381","0.678685576","1.073828693","1.099926727","2.45810248","1.386272142"
"a205","1.473698368","0.697444567","0.827725647","0.849304185","1.722445915","1.029156912"
"a206","1.342814045","0.690662659","1.087850628","0.795535801","0.992773905","0.732832619"
"a207","1.414561058","0.573633192","0.871533494","1.014270889","1.646890273","0.976227197"
"a208","1.313697112","0.534312656","0.863148348","1.018412744","1.676421427","1.035056974"
"a209","1.058023849","0.529262627","0.719711341","1.029098056","1.745515351","1.03483248"
"a210","1.067858907","0.407048161","0.985775683","0.923626536","1.017754561","0.670907122"
"a211","1.040019536","0.575635174","1.432594317","1.071696497","2.057954386","1.217796768"
"a212","1.304711297","0.459463064","0.920098425","0.748526736","1.593134131","0.967792403"
"a213","1.535431776","0.502003399","1.039646702","0.841137403","1.778842024","1.002754629"
"a214","1.329269408","0.4963834","0.829209195","0.76505047","1.584865481","1.423862981"
"a215","1.712052427","0.631526028","0.897599173","0.610661651","1.609901323","0.989847763"
"a216","1.484991968","0.575280398","0.723025008","0.7553177","1.612922877","1.474719538"
"a217","1.453919856","0.446665652","0.685487388","0.674579042","1.573098485","1.15842842"
"a218","1.340866183","0.541591261","0.944103367","0.659561703","1.287829724","1.063856789"
"a219","1.285778626","0.87560999","1.47205067","0.795182109","2.374037001","2.278806141"
"a220","1.473373481","0.731808142","1.352526205","1.081903481","2.570207133","1.9128303"
"a221","1.343535963","0.730028539","1.185540124","0.89788521","1.612180879","1.62952649"
"a222","1.096522853","0.693505597","1.434823131","1.352381825","2.931663802","2.242512955"
"a223","1.330704443","0.585366261","0.989691371","0.809931167","2.277136556","1.36181423"
"a224","1.27580102","0.812210273","0.85289849","1.11186153","2.245772382","1.59949339"
"a225","1.128534094","0.729763271","1.005002813","1.224551903","1.566880592","1.329463425"
"a226","0.975064455","0.526987815","1.273991018","0.799938787","2.808980433","1.771264355"
"a227","1.386641602","0.816116169","1.679242786","1.834410815","2.195515967","2.129586614"
"a228","1.045609507","0.159101505","1.125762608","0.567534803","1.141073503","1.136649951"
"a229","0.915469539","1.191892087","0.861382419","1.763956848","2.517881915","2.532901699"
"a230","1.110417365","0.607899596","0.923413174","1.401399987","2.33464099","1.719188511"
"a231","0.893452058","0.382401129","0.8180233","0.694145837","1.013011831","0.56411707"
"a232","1.271518852","0.107970346","1.012916997","1.237831786","2.077776428","1.665459981"
"a233","0.935403195","0.654396096","0.998930879","0.981340004","2.323229243","1.100994427"
"a234","1.034699416","0.553378606","1.271356523","0.91706603","3.469009859","0.988593955"
"a235","1.388170814","0.676839486","1.53735146","1.009778112","1.23742841","1.385021505"
"a236","1.663706303","0.901987131","1.522565036","1.211192189","1.551658248","1.356108784"
"a237","1.551100955","0.914859069","1.167740173","1.442562062","1.944940043","1.76129685"
"a238","1.29042175","0.687338353","1.519845608","1.156746563","1.377442039","1.281831764"
"a239","1.193095978","0.645933244","1.25339831","0.894651787","0.987040672","1.223907359"
"a240","1.533868534","0.66380793","1.327204871","1.080742477","1.23573339","1.552774616"
"a241","1.523314197","0.619692364","1.025537385","1.506186318","1.772630907","1.862310767"
"a242","2.254828273","1.122936147","1.075250559","1.432918036","3.298952739","2.334080936"
"a243","2.037025374","0.644652064","1.080674818","1.10386689","2.297128573","1.479315941"
"a244","1.311578933","0.478950166","0.684076268","0.823562763","1.711736558","1.218960132"
"a245","1.152533942","0.564452176","0.910571208","0.857467297","1.165536779","1.294597096"
"a246","1.454960281","0.549295933","1.106837394","1.648958844","2.580581268","3.019800915"
"a247","1.263904076","0.559539052","1.07609258","1.487654689","2.03150444","1.905952425"
"a248","1.183949665","0.350140638","0.764711736","0.806804936","1.507440426","1.169482694"
"a249","1.516022725","0.398717698","1.01850471","2.586184822","5.098905421","3.458547068"
"a250","1.414638608","0.265656668","0.99492208","1.217711029","2.539853559","1.144027802"
"a251","1.140553938","0.583649392","1.138907578","0.809052028","1.635452927","1.400845027"
"a252","1.126548892","0.624984844","0.912595867","1.691553263","1.332909211","1.751185937"
"a253","1.194193772","0.217801026","1.185613863","1.154374987","2.087115211","2.319882666"
"a254","1.531575019","0.594378408","1.01261615","1.072997715","1.322373431","1.150183924"
"a255","1.283084595","0.620593665","1.328077147","0.867905665","1.180886563","1.138599492"
"a256","1.393580984","0.464233596","1.0345229","0.867525494","1.37544496","1.08770755"
"a257","1.622869953","0.453699819","0.981286723","0.913179741","1.780655693","1.294439568"
"a258","1.259948053","0.627576962","1.047657049","0.634308258","1.038449056","1.159468234"
"a259","1.164662091","0.484128448","0.904377941","0.747775382","1.02082678","0.952330675"
"a260","0.855094783","1.440591095","1.036576271","1.231740195","2.237489683","1.32555207"
"a261","1.155579072","0.53020689","1.202927822","0.846075343","2.185405023","1.662499507"
"a262","0.992956435","1.008950457","1.06057311","1.131196652","2.862523096","1.608589281"
"a263","1.022036711","0.481855838","0.742149262","0.621003333","1.370531845","0.870577099"
"a264","1.24065257","0.559540525","0.89704745","1.042204152","1.837402182","1.169573921"
"a265","1.142662774","0.543054815","0.894283952","0.699648668","1.263699954","1.014201551"
"a266","1.123877798","0.661797978","0.833921291","0.820097484","1.406452779","0.994618757"
"a267","1.173565776","0.57454074","0.837498421","0.626087047","1.061801965","0.973458393"
"a268","1.350172903","1.461538294","1.029851703","1.208319815","3.321217069","1.420022133"
"a269","1.194330279","0.877165788","1.045549444","0.776449138","3.104724535","1.982608864"
"a270","1.306203307","0.516697755","1.156994263","0.788403908","1.306582218","0.986798697"
"a271","1.332194148","0.77539295","1.517304377","0.783626117","2.531301054","2.087843374"
"a272","1.081800815","0.412368716","0.834260341","0.449487465","1.091766706","0.715413576"
"a273","0.972355022","0.502123105","0.781461416","0.593906314","1.455915159","1.087086944"
"a274","1.11836972","0.60441798","0.931927429","0.967891703","1.773701419","1.328889409"
"a275","0.888335849","0.375963528","0.830494472","0.71379636","1.162907814","1.107868954"
"a276","0.948017818","0.361805545","0.95453346","0.630354208","1.05407705","0.943377592"
"a277","1.55040655","0.588359448","0.769579453","0.750793241","1.114880274","1.215918344"
"a278","0.790821434","0.592233978","0.785591823","0.663870648","0.89552869","0.740358305"
"a279","1.215359356","1.00619041","0.811908854","0.865633473","2.026652125","2.3092865"
"a280","1.114770101","0.728837996","0.72220267","1.017799678","1.487195957","1.446791895"
"a281","1.081508436","0.534385982","0.975084198","1.018660809","1.390125842","1.161570175"
"a282","1.250736602","0.803559712","1.220444388","1.534570994","2.273020101","2.158357557"
"a283","0.98493615","0.608066274","1.00948527","0.95489401","0.926844372","1.244629246"
"a284","1.10252737","0.607855976","0.860654056","0.956468112","1.882151455","1.60785125"
"a285","1.29986162","0.728504163","0.782040251","1.045174694","1.418243398","1.169093192"
"a286","0.967729956","0.433566117","0.638871129","1.230126569","1.175276208","1.44320551"
"a287","1.081962737","0.52604595","0.660591334","0.933309251","0.82725115","1.031930453"
"a288","1.457910293","0.427409561","0.527893291","1.095082034","0.745673331","0.933090482"
"a289","0.818736949","0.476766619","0.671373545","1.040397799","1.031862326","0.462101652"
"a290","0.656069427","0.634727263","0.854368482","0.817710045","0.895389821","1.273471244"
"a291","0.987231869","0.646052688","1.036158797","1.367155251","1.323099179","1.577214301"
"a292","1.375226295","0.523558324","1.076337033","2.250373833","1.177687497","1.459816993"
"a293","1.576944479","0.867881159","1.926334354","2.501986633","3.305568337","2.86537397"
"a294","0.946788456","0.541813384","0.882388423","2.105773857","2.527037897","2.416556644"
"a295","1.025749908","0.583775775","0.704493711","2.02984371","2.046256513","1.80899183"
"a296","1.027011799","0.425671026","0.713344394","1.767400751","2.107154156","2.815407284"
"a297","0.858060504","0.522965567","0.829214487","1.633918958","1.722692277","2.226704909"
"a298","0.948515669","0.478420254","0.934936369","1.237416766","1.799130536","2.241154255"
"a299","1.037406201","0.507951747","0.717776252","1.054022702","1.444852077","1.209317287"
"a300","0.83928408","0.391630352","0.784568576","0.721805893","1.491166555","1.402360784"
"a301","1.030991073","0.373655289","1.184752203","1.402999818","1.609885461","2.424379989"
"a302","1.289255982","0.533389706","1.796470799","2.081441378","3.181019999","3.039789872"
"a303","1.082130396","0.218519357","1.356382958","1.648388388","4.182456752","2.178616012"
"a304","2.218495577","0.235144921","1.824546343","2.563559247","2.376153261","1.43971392"
"a305","1.369291538","0.505328187","0.779502517","1.877365683","2.887082587","2.852969359"
"a306","1.115154467","0.528696913","1.395150044","1.503100585","2.646553559","1.893951574"
"a307","1.014437315","0.52187796","0.961714901","1.025273245","2.073513031","1.627047645"
"a308","0.917723154","0.78092976","1.097332371","2.017471073","3.266145898","2.072719556"
"a309","1.30210458","0.466061068","1.145887901","2.324665684","3.65263682","1.708074599"
"a310","0.747268275","0.849902685","1.594338201","1.836369621","2.64351117","1.384221295"
"a311","2.46081809","1.783161783","1.799686274","4.204454935","3.233397163","2.4570792"
"a312","1.187926269","0.801434511","1.403532419","1.609487331","1.778745172","1.882958877"
"a313","1.720276288","0.760264604","1.6978703","2.369379997","3.830258895","1.903368571"
"a314","1.445859551","0.772927393","0.70845134","0.997847479","1.991399077","1.485481409"
"a315","2.164935504","0.806017701","1.177633323","1.791013777","2.933760313","1.538570798"
"a316","1.629062942","0.790154285","1.496579674","1.459521545","1.952206085","1.081276693"
"a317","1.575682695","1.014183814","1.739521383","1.701648109","2.007140024","1.278746031"
"a318","1.685384193","1.284454746","1.801101754","1.405861142","2.400942583","1.841406576"
"a319","2.421559955","1.221415885","0.993595028","2.035672038","4.162699867","3.095527717"
"a320","1.493925576","0.867282086","0.879777691","0.872842712","2.199791516","1.32519932"
"a321","1.676322796","0.64787521","0.595116866","1.127781526","2.255151531","1.587021291"
"a322","1.395548368","0.572094642","0.84552226","0.721184906","1.415402607","1.252263025"
"a323","2.048890165","1.263422909","0.802307582","1.958682989","3.948662557","2.993954501"
"a324","1.512665393","1.122502779","0.811424423","1.131333567","1.483650183","1.57161478"
"a325","1.107231998","0.819729509","0.611709068","0.629631333","1.501137459","1.342492435"
"a326","0.936149621","1.070756904","1.419319034","1.040468036","2.316327665","2.643720837"
"a327","0.881843579","0.929076148","1.016000583","0.961757103","1.871467189","1.501918958"
"a328","0.884341729","1.437703597","1.640086419","1.275531574","2.940748007","2.164247048"
"a329","1.467904987","0.808408824","0.214415901","0.661087374","3.453749593","0.849354337"
"a330","1.349264449","1.133828511","1.672649539","1.36697716","1.804507601","2.4542758"
"a331","1.39872415","0.739481673","1.268582778","1.460341414","1.632134536","2.099148476"
