"Sample","20230511_IARPA_ST_TCX_TL_ALL_033_sample 011","20230511_IARPA_ST_TCX_TL_ALL_080_sample 046","20230511_IARPA_ST_TCX_TL_ALL_083_sample 049","20230511_IARPA_ST_TCX_TL_ALL_048_sample 022","20230511_IARPA_ST_TCX_TL_ALL_051_sample 025","20230511_IARPA_ST_TCX_TL_ALL_078_sample 044"
"a62","0.070616515","0.078481906","0.085193042","0.128682557","0.092032135","0.012865773"
"a63","0.427603529","0.235549697","0.325176633","0.785687478","1.095659998","0.50649706"
"a64","1.006163793","0.930008303","0.915742225","1.037264733","1.163794295","0.929214902"
"a65","1.142420946","1.084928171","0.967886168","1.090415923","1.219114067","0.891151851"
"a66","0.83051919","0.660565499","0.577572585","0.979875669","0.958019503","0.51445359"
"a67","0.752332311","0.970931747","0.991866783","0.962690622","0.95488768","0.766643022"
"a68","0.911206666","0.801706664","0.829991515","0.841800304","0.978542773","0.523586545"
"a69","0.983367121","0.884947936","0.965817063","0.843266283","0.828555368","0.769515142"
"a70","1.080360246","0.803817066","0.912517006","0.947994931","0.887513557","0.619808774"
"a71","0.866618645","0.733172265","0.89962546","0.827179075","0.91236041","0.772050584"
"a72","0.997446589","0.856446519","0.982625551","0.915983178","1.006515721","0.84746743"
"a73","0.084553891","0.056771126","0.071885827","0.061704882","0.078268639","0.054218755"
"a74","0.391526384","0.255538868","0.342197068","0.289116788","0.406917419","0.236552174"
"a75","1.068288573","1.03669857","1.088745703","1.133985909","1.420210766","0.733652408"
"a76","0.790059054","0.710743581","0.943692018","0.657612766","1.045855518","0.666419793"
"a77","0.886126556","0.816478539","0.984915842","0.873100852","0.871303572","0.70784781"
"a78","0.875461644","0.652421992","0.77908854","0.802163564","0.977009258","0.667638663"
"a79","1.018312651","0.846434221","0.892722614","1.116483286","1.201917757","0.75703005"
"a80","0.197805907","0.105462544","0.413146897","0.561108148","0.506554757","0.383353019"
"a81","0.30181043","0.204683057","0.25689449","0.202382488","0.338353577","0.145036874"
"a82","0.041316524","0.043715846","0.004549988","0.052105761","0.046727325","0.0228548"
"a83","0.018756247","0.109782228","0.024018157","0.1006275","0.120304728","0.105569758"
"a84","0.038264648","0.050299591","0.00618199","0.038847916","0.029881283","0.006114347"
"a85","0.033202005","0.087022072","0.046469107","0.047037456","0.099119712","0.08255753"
"a86","0.139850365","1.099867755","0.638501527","0.870529057","1.014710459","1.059375141"
"a87","1.116192616","0.840474752","0.799471935","0.833513492","1.235338089","0.923969086"
"a88","0.73183259","1.336720166","0.775406477","2.157976721","1.510364649","0.902334531"
"a89","0.725371963","0.375279874","0.357498655","0.460738688","0.506836833","0.276924805"
"a90","1.008043764","0.547409365","0.50147086","0.439815459","0.574051464","0.24780887"
"a91","1.027529129","0.397612166","0.198810042","0.412320491","0.872179429","0.232052797"
"a92","1.860449917","1.104897842","0.497051431","0.521415089","1.170485733","0.399689033"
"a93","2.217982512","1.195088849","0.158113885","0.961903396","0.736618505","0.701342614"
"a94","2.446862213","1.467409743","0.350578147","1.509757943","0.737819907","1.264233425"
"a95","1.622253175","1.006994854","1.599563962","2.330480447","1.841649912","1.03973691"
"a96","2.367360373","0.802420345","0.971640396","2.496603141","1.605144564","1.507495129"
"a97","1.027025382","0.741502878","0.2468403","0.870634749","0.574549602","0.393830536"
"a98","0.981893907","0.803171555","0.770297638","1.345071294","0.467915817","0.341575334"
"a99","0.761285719","1.989394442","1.986845417","2.139582896","0.873595541","0.283546796"
"a100","0.430691383","1.540416931","2.339022403","0.703828283","0.966398317","0.943142187"
"a101","0.666511791","0.655886522","3.630115327","1.004395589","0.754175628","0.726774822"
"a102","1.596456982","0.899898576","1.960898791","0.864953311","0.503628843","1.356567106"
"a103","0.839089731","0.076989062","1.176758871","1.668133392","2.443389379","0.68610049"
"a104","0.903958332","0.960805565","1.274038344","0.868333512","1.492800753","0.656180391"
"a105","1.061076235","1.788295552","0.654494303","0.618026447","1.724582272","0.525936634"
"a106","1.135842264","3.38426564","1.636482305","0.774860213","1.980148301","0.381093357"
"a107","0.580597398","2.8312065","2.321104633","1.032705777","2.265205859","0.83446448"
"a108","1.072290087","0.415039559","1.374633565","0.443065882","2.197439015","1.731494815"
"a109","0.812079631","0.478813794","0.634227172","0.531636298","2.55323403","0.763315466"
"a110","1.83918033","0.975894308","1.408547791","1.450686945","1.745834368","1.029669389"
"a111","1.029298121","0.745532964","0.928849424","1.204961175","1.112328365","0.955887857"
"a112","1.315762192","0.10941689","1.030407634","0.872557181","1.353522644","0.999087373"
"a113","0.846481577","0.875013983","1.327125719","1.552987995","0.89470954","0.401335847"
"a114","0.716567224","0.703927935","1.496238225","1.2854806","0.294702701","0.369050064"
"a115","0.847500426","0.407970993","1.102249484","1.035981652","0.413373142","0.366881202"
"a116","1.226696108","0.746764176","5.522436956","2.441209423","1.135472527","0.739613543"
"a117","1.039450038","1.285933219","3.256952241","7.140164321","1.831153822","0.979515351"
"a118","1.092250542","0.284929137","0.617296308","2.861618365","0.858926344","1.46164778"
"a119","0.899941982","0.605352312","0.602206196","2.083781952","0.942024787","0.780921295"
"a120","0.559579606","0.216555134","0.526296436","2.199031468","1.211649856","0.78890479"
"a121","0.810309363","1.018631504","1.554449713","0.930564104","1.386904088","1.729263378"
"a122","0.825378483","0.743541462","1.055549374","0.701604326","1.25988082","0.387745863"
"a123","1.00981285","0.417890472","0.199273565","0.484351307","0.077538564","0.660733282"
"a124","0.769695016","1.202273284","0.470064174","0.57702416","0.688163981","1.240499857"
"a125","1.101329963","0.938274334","0.921591078","0.738845474","0.994575316","0.953934939"
"a126","2.21928162","0.862517315","0.797718707","0.427715942","0.579039134","2.98075421"
"a127","1.785872608","0.949757823","0.433742942","0.479894901","0.492141417","2.875729761"
"a128","0.742240282","1.016395898","2.445153652","0.485892489","0.792713047","0.91414712"
"a129","0.589897928","0.768947575","0.687243367","0.407135713","0.615800776","0.214883671"
"a130","1.777697976","0.532506554","0.002123604","0.869360441","0.358957599","1.08220845"
"a131","1.284130742","0.718205001","0.281609334","0.953136564","0.55504882","0.740037433"
"a132","1.371792944","0.777708352","4.427857685","0.925654345","0.984987193","1.592369198"
"a133","1.64639041","0.766222668","2.662156893","1.092210211","0.741977891","1.885122097"
"a134","0.444823182","0.36357915","0.488041855","0.46089404","0.284683421","0.14883161"
"a135","0.503988498","0.453225839","0.993715551","0.526668153","0.404673414","0.350344399"
"a136","0.994296318","0.926630628","0.978150272","1.087938515","2.358068854","0.657704121"
"a137","1.275640879","1.83233168","1.433162106","1.202312713","3.12347329","1.213387294"
"a138","1.146366922","0.946025006","1.938885655","1.513007567","1.971728054","1.432253239"
"a139","0.912205794","1.208418736","1.143700661","0.786161994","2.309098573","1.691019201"
"a140","0.792042365","1.252380545","1.062188871","0.719237152","1.98601324","1.128034522"
"a141","0.996044249","1.015252051","1.124760632","1.514989506","1.498496491","1.292671946"
"a142","0.907469081","1.291199206","0.986715438","1.052279509","1.970385804","0.796628811"
"a143","0.738600427","0.764666288","1.078188204","0.689755075","1.339963146","1.047212346"
"a144","1.024781802","1.136275723","1.193762955","0.613800704","1.611623785","0.589635033"
"a145","0.227950673","0.837513523","0.8066011","0.616964761","1.611430159","1.090407134"
"a146","1.928691522","2.088316606","1.643727656","0.903919646","2.28552131","0.848770395"
"a147","1.624596138","0.991678948","0.919031313","1.112933095","1.446185291","0.135170366"
"a148","1.037836256","2.407047555","1.544510386","1.526902602","2.068005064","1.337845012"
"a149","0.685351439","0.92204451","0.866410646","0.373115328","1.301009617","0.161247071"
"a150","0.860111703","1.02697624","1.929999195","1.362686801","2.51688687","1.091114398"
"a151","0.974430382","2.149519539","1.893619683","0.670256049","1.583188326","1.048471841"
"a152","0.902096898","1.620083819","0.929286832","1.111475876","2.789800051","1.091241341"
"a153","0.946390384","1.588240282","1.21096493","1.191014259","2.109708655","1.007401257"
"a154","1.016578191","1.348841142","1.579258001","1.053229683","1.746793486","0.793550436"
"a155","1.999830871","2.009255327","2.423646453","1.106708137","1.285771578","0.890504621"
"a156","1.341126373","1.574228306","3.109157054","1.48174524","2.678398112","1.856682665"
"a157","1.269668689","1.276324835","1.615993361","0.885616478","2.216090442","1.035401569"
"a158","1.045897993","1.453992614","1.260613514","0.848293737","1.803928595","1.045394864"
"a159","1.064903468","1.33013253","1.333025214","0.953646358","1.849173479","1.160058496"
"a160","0.773088819","0.766550112","0.864145745","0.74574615","2.013288381","0.834323217"
"a161","1.132025362","1.337696949","1.399555234","0.905458911","2.127520804","0.948938382"
"a162","1.423002642","1.372341576","1.347116532","0.714610342","1.831320594","1.021103716"
"a163","1.358602396","1.161170628","1.130814775","0.904049005","1.696447675","0.896036583"
"a164","0.876495828","0.934377407","1.036394304","1.024583964","1.856850232","0.968250491"
"a165","2.774971723","0.979979831","1.618046233","0.723797799","1.524187474","0.985104856"
"a166","1.030406299","0.929151705","1.117918358","0.774082061","2.267487561","0.926940881"
"a167","1.846893626","1.294259124","1.539428706","0.839566796","1.790669171","0.693276877"
"a168","1.131182807","0.492479211","1.100389603","0.706276109","2.034650019","1.136711588"
"a169","1.256838685","1.56771913","1.589702946","0.845616727","1.568947648","0.883094038"
"a170","0.767445554","0.497081253","1.020848208","1.132321295","1.715241961","0.923914689"
"a171","1.351533682","1.103113127","1.016268769","0.945221409","2.208011748","0.99156387"
"a172","1.396676494","0.971952646","0.959893426","0.689519155","1.831897778","0.983236389"
"a173","1.304222906","0.995088049","1.185811444","0.379394974","1.004392705","0.568491845"
"a174","2.222703078","0.318145815","2.263587291","1.234329407","3.697770592","1.50342772"
"a175","3.143209033","0.91187509","1.78742997","1.265702052","2.103022596","1.568365783"
"a176","1.075452815","1.143422893","1.725169266","0.906791954","2.412095544","1.054154033"
"a177","1.669689647","0.776050052","1.089215684","1.862742123","1.935201397","0.686454645"
"a178","1.693085413","1.209074643","1.831350109","1.208263682","2.986689901","1.186085415"
"a179","1.801198325","1.231514654","1.347806551","0.868672556","2.699810778","1.506341792"
"a180","1.798883314","1.484119089","1.982091083","1.024052093","1.965416998","1.160355977"
"a181","2.235408579","1.37107925","1.659005693","1.05210788","1.490766277","1.073900955"
"a182","0.796446219","0.694458461","1.228369171","2.013327882","2.239521375","0.917373014"
"a183","1.862756247","1.90672832","1.895644373","0.798083572","1.447041617","0.891046025"
"a184","1.139890919","0.844338122","0.937302723","1.367337434","1.490414224","0.658834261"
"a185","1.023844665","1.786662401","1.891147882","0.938140921","2.594502778","1.293426099"
"a186","1.658525384","1.718777837","1.815352453","0.91284524","1.645952216","1.17817883"
"a187","1.001050072","1.00243547","1.226488973","0.925170865","2.572119121","1.228687556"
"a188","1.432883909","1.720401141","1.882898252","0.899159776","1.835983637","1.08759227"
"a189","1.264781028","0.960076968","1.559407256","0.968012623","2.575055124","1.420918697"
"a190","0.97011135","0.951087888","1.377456749","1.152128995","2.216433765","1.310089463"
"a191","1.318167665","1.466988393","1.378823023","0.924112176","2.060208611","1.188089255"
"a192","2.389646496","1.920207032","1.711911566","0.939423552","1.698608642","0.799427716"
"a193","1.658636477","1.64484545","1.475707664","1.167409552","2.114909026","1.137564374"
"a194","2.04217412","1.059212418","1.800186025","1.306390502","4.459694529","1.157892111"
"a195","1.740503561","1.162946467","1.88887429","0.924490371","2.131562487","1.106694675"
"a196","2.725687959","2.419138237","1.287504359","0.915881719","1.677660923","0.461730832"
"a197","2.151356026","1.30425325","1.760462417","0.954517587","1.605694854","1.098112705"
"a198","2.104382303","1.346742875","1.60292648","0.869908996","1.492052728","1.237363166"
"a199","1.271871846","1.115002466","1.199284385","1.128059333","2.500517487","0.859472933"
"a200","1.795077051","1.483008653","1.682922665","0.893161236","1.17560304","0.776234319"
"a201","1.29275906","1.15966764","1.240863766","1.186169725","1.804431332","0.891333682"
"a202","1.031812945","1.226960626","1.38039467","1.055282462","1.736863231","1.348825764"
"a203","1.678108041","1.751765746","1.850266769","0.879754948","1.022052636","0.882104082"
"a204","1.282165507","1.168854741","1.285837811","1.099926727","2.45810248","1.386272142"
"a205","1.124392226","0.978365382","1.0621943","0.849304185","1.722445915","1.029156912"
"a206","1.55932301","1.688847548","1.754614686","0.795535801","0.992773905","0.732832619"
"a207","1.212204706","1.12979509","1.275074101","1.014270889","1.646890273","0.976227197"
"a208","1.126540476","1.385858335","1.078781224","1.018412744","1.676421427","1.035056974"
"a209","0.958951992","1.237458998","1.114702407","1.029098056","1.745515351","1.03483248"
"a210","1.54321894","2.104285015","1.815069329","0.923626536","1.017754561","0.670907122"
"a211","1.422045684","1.629343864","1.519709543","1.071696497","2.057954386","1.217796768"
"a212","1.28003789","1.640177899","1.424403125","0.748526736","1.593134131","0.967792403"
"a213","1.7596111","2.068633554","1.443510573","0.841137403","1.778842024","1.002754629"
"a214","1.201455306","1.387778673","1.12840514","0.76505047","1.584865481","1.423862981"
"a215","1.501479417","1.895664029","1.417081241","0.610661651","1.609901323","0.989847763"
"a216","1.147210751","1.376489272","1.020671001","0.7553177","1.612922877","1.474719538"
"a217","2.006334239","1.297138861","1.44595963","0.674579042","1.573098485","1.15842842"
"a218","2.055304218","1.945080864","1.709312263","0.659561703","1.287829724","1.063856789"
"a219","1.623131152","1.156357763","1.561772098","0.795182109","2.374037001","2.278806141"
"a220","1.477427136","0.712067562","1.467887398","1.081903481","2.570207133","1.9128303"
"a221","1.559640402","1.050513566","1.679507746","0.89788521","1.612180879","1.62952649"
"a222","1.256191694","0.665993781","1.185016428","1.352381825","2.931663802","2.242512955"
"a223","1.603123141","0.992808795","1.175177139","0.809931167","2.277136556","1.36181423"
"a224","1.503520788","1.184194096","1.577460459","1.11186153","2.245772382","1.59949339"
"a225","1.682084239","0.994419","0.691954228","1.224551903","1.566880592","1.329463425"
"a226","1.320879012","1.190505985","0.944248824","0.799938787","2.808980433","1.771264355"
"a227","1.864601305","0.91157253","1.523977737","1.834410815","2.195515967","2.129586614"
"a228","1.918283305","0.963076254","1.206559329","0.567534803","1.141073503","1.136649951"
"a229","1.501636143","0.868925572","1.459502841","1.763956848","2.517881915","2.532901699"
"a230","1.428215068","1.045004648","1.861507604","1.401399987","2.33464099","1.719188511"
"a231","1.762862133","0.648775952","0.85443624","0.694145837","1.013011831","0.56411707"
"a232","1.58994712","0.840247769","0.973644666","1.237831786","2.077776428","1.665459981"
"a233","1.292859793","0.407212032","0.578351741","0.981340004","2.323229243","1.100994427"
"a234","1.869833211","0.584579992","1.22203436","0.91706603","3.469009859","0.988593955"
"a235","1.700856419","1.517404316","1.649923854","1.009778112","1.23742841","1.385021505"
"a236","1.720685265","1.282012063","1.641771364","1.211192189","1.551658248","1.356108784"
"a237","1.824621319","1.083987608","1.532430983","1.442562062","1.944940043","1.76129685"
"a238","2.00253969","1.383170013","1.382991889","1.156746563","1.377442039","1.281831764"
"a239","1.927045696","1.671918629","1.642309903","0.894651787","0.987040672","1.223907359"
"a240","1.695061027","1.762555467","2.054680605","1.080742477","1.23573339","1.552774616"
"a241","1.702129027","1.003673337","1.435672332","1.506186318","1.772630907","1.862310767"
"a242","1.385719074","0.662464339","1.440613095","1.432918036","3.298952739","2.334080936"
"a243","1.799150486","1.471977159","1.169764355","1.10386689","2.297128573","1.479315941"
"a244","1.952381393","1.335056877","1.721647978","0.823562763","1.711736558","1.218960132"
"a245","1.942106361","1.778785517","1.743299621","0.857467297","1.165536779","1.294597096"
"a246","1.383180113","0.842177806","1.313879695","1.648958844","2.580581268","3.019800915"
"a247","1.408938245","1.404542057","1.689379733","1.487654689","2.03150444","1.905952425"
"a248","2.052425872","1.622813823","2.491286532","0.806804936","1.507440426","1.169482694"
"a249","1.877046595","0.882657877","1.531096513","2.586184822","5.098905421","3.458547068"
"a250","2.415881068","1.160374786","2.005376934","1.217711029","2.539853559","1.144027802"
"a251","2.05097185","1.435009069","1.535166114","0.809052028","1.635452927","1.400845027"
"a252","2.573008563","1.153537627","2.049112812","1.691553263","1.332909211","1.751185937"
"a253","1.245903689","0.643327989","1.790970587","1.154374987","2.087115211","2.319882666"
"a254","1.831970644","1.46223082","2.530372654","1.072997715","1.322373431","1.150183924"
"a255","2.125085255","1.39566191","2.208528614","0.867905665","1.180886563","1.138599492"
"a256","1.801091956","1.365678413","1.983386937","0.867525494","1.37544496","1.08770755"
"a257","1.3559223","1.127508849","1.531460828","0.913179741","1.780655693","1.294439568"
"a258","1.590138377","1.705875524","2.201214112","0.634308258","1.038449056","1.159468234"
"a259","1.574292755","1.400271064","1.477666532","0.747775382","1.02082678","0.952330675"
"a260","1.260620526","1.156442208","1.397142648","1.231740195","2.237489683","1.32555207"
"a261","1.574850333","1.396065845","1.764999223","0.846075343","2.185405023","1.662499507"
"a262","1.366506643","0.676066246","0.819031723","1.131196652","2.862523096","1.608589281"
"a263","1.84078327","1.244941044","1.466748279","0.621003333","1.370531845","0.870577099"
"a264","1.210977164","1.041308974","1.116150753","1.042204152","1.837402182","1.169573921"
"a265","1.987803808","1.472153112","1.351254621","0.699648668","1.263699954","1.014201551"
"a266","2.011282634","1.333436832","1.325205384","0.820097484","1.406452779","0.994618757"
"a267","2.39027905","1.578719103","1.641298001","0.626087047","1.061801965","0.973458393"
"a268","1.500704512","1.684439591","1.623402317","1.208319815","3.321217069","1.420022133"
"a269","1.310029228","1.039919778","1.215329998","0.776449138","3.104724535","1.982608864"
"a270","1.415211497","1.313420445","1.2886376","0.788403908","1.306582218","0.986798697"
"a271","1.207903513","1.082566455","0.953426801","0.783626117","2.531301054","2.087843374"
"a272","1.849928214","1.080888687","1.400345165","0.449487465","1.091766706","0.715413576"
"a273","0.949967756","0.666455566","1.022573784","0.593906314","1.455915159","1.087086944"
"a274","1.546932474","1.01154545","1.151985646","0.967891703","1.773701419","1.328889409"
"a275","1.620144771","1.116235825","1.149674587","0.71379636","1.162907814","1.107868954"
"a276","1.854432391","1.285876588","1.119784927","0.630354208","1.05407705","0.943377592"
"a277","2.567131723","1.85006118","1.245539688","0.750793241","1.114880274","1.215918344"
"a278","1.830066737","1.708495532","0.860497029","0.663870648","0.89552869","0.740358305"
"a279","1.115277492","0.691126046","1.123326065","0.865633473","2.026652125","2.3092865"
"a280","0.745552859","0.841977688","1.371128559","1.017799678","1.487195957","1.446791895"
"a281","1.022274583","1.37189227","1.352781061","1.018660809","1.390125842","1.161570175"
"a282","0.923328003","1.392486103","1.275820482","1.534570994","2.273020101","2.158357557"
"a283","1.645392218","1.849172194","1.424187787","0.95489401","0.926844372","1.244629246"
"a284","1.460904407","1.346259629","1.272356484","0.956468112","1.882151455","1.60785125"
"a285","1.149385455","1.329681303","0.884922484","1.045174694","1.418243398","1.169093192"
"a286","1.254868361","1.251222662","1.479444393","1.230126569","1.175276208","1.44320551"
"a287","1.534327658","1.427906013","2.012532968","0.933309251","0.82725115","1.031930453"
"a288","1.684397337","1.504455837","1.921938201","1.095082034","0.745673331","0.933090482"
"a289","1.609884874","1.380892007","1.052383534","1.040397799","1.031862326","0.462101652"
"a290","0.715895959","1.184035414","1.207776073","0.817710045","0.895389821","1.273471244"
"a291","1.011924432","1.315206489","1.678117381","1.367155251","1.323099179","1.577214301"
"a292","1.730900416","1.687560939","1.68391242","2.250373833","1.177687497","1.459816993"
"a293","0.998112224","1.198935254","1.961688884","2.501986633","3.305568337","2.86537397"
"a294","1.091433224","0.848515818","0.873981876","2.105773857","2.527037897","2.416556644"
"a295","1.390463795","1.101173728","1.599720118","2.02984371","2.046256513","1.80899183"
"a296","1.194382801","1.02721994","1.244246748","1.767400751","2.107154156","2.815407284"
"a297","1.381684028","1.386780545","1.979164462","1.633918958","1.722692277","2.226704909"
"a298","1.370414706","1.140593686","1.538932755","1.237416766","1.799130536","2.241154255"
"a299","1.595447081","1.243486564","1.568757081","1.054022702","1.444852077","1.209317287"
"a300","1.512202185","0.991533936","0.864239593","0.721805893","1.491166555","1.402360784"
"a301","1.824687542","0.853224299","1.427853564","1.402999818","1.609885461","2.424379989"
"a302","1.563095521","0.81415745","0.818775327","2.081441378","3.181019999","3.039789872"
"a303","3.108449612","0.874474142","1.304631822","1.648388388","4.182456752","2.178616012"
"a304","3.337500313","1.075000424","1.976803423","2.563559247","2.376153261","1.43971392"
"a305","1.550790765","0.601490845","1.298588509","1.877365683","2.887082587","2.852969359"
"a306","2.626332143","1.546269124","1.90110184","1.503100585","2.646553559","1.893951574"
"a307","2.252661874","1.046478875","1.716148731","1.025273245","2.073513031","1.627047645"
"a308","1.192797551","0.65187855","0.80426809","2.017471073","3.266145898","2.072719556"
"a309","2.577616886","0.81452126","1.375297075","2.324665684","3.65263682","1.708074599"
"a310","1.386720239","1.030309363","1.741577047","1.836369621","2.64351117","1.384221295"
"a311","2.146229412","0.293261232","0.870155865","4.204454935","3.233397163","2.4570792"
"a312","1.424081937","1.380006792","1.235431868","1.609487331","1.778745172","1.882958877"
"a313","1.49235013","0.698848379","0.950047962","2.369379997","3.830258895","1.903368571"
"a314","2.436472697","1.10283726","1.064525608","0.997847479","1.991399077","1.485481409"
"a315","1.691843271","1.13119481","1.1955441","1.791013777","2.933760313","1.538570798"
"a316","1.727234462","1.637517734","1.072808096","1.459521545","1.952206085","1.081276693"
"a317","2.195461877","1.845609586","1.408537848","1.701648109","2.007140024","1.278746031"
"a318","1.785714689","1.621424657","1.263321879","1.405861142","2.400942583","1.841406576"
"a319","1.800292643","1.106116558","1.297882091","2.035672038","4.162699867","3.095527717"
"a320","1.510578881","1.899620633","1.448483356","0.872842712","2.199791516","1.32519932"
"a321","1.689579486","1.186858975","1.241707314","1.127781526","2.255151531","1.587021291"
"a322","3.835403308","1.289907451","1.167201977","0.721184906","1.415402607","1.252263025"
"a323","2.164361398","1.311887517","1.322037606","1.958682989","3.948662557","2.993954501"
"a324","2.349120453","1.526127557","2.218266573","1.131333567","1.483650183","1.57161478"
"a325","1.5814796","1.41927015","1.317109375","0.629631333","1.501137459","1.342492435"
"a326","1.594155429","1.541689072","1.619647432","1.040468036","2.316327665","2.643720837"
"a327","1.642392545","2.181034037","1.036341084","0.961757103","1.871467189","1.501918958"
"a328","2.000280287","1.595806193","1.568908874","1.275531574","2.940748007","2.164247048"
"a329","1.629001662","0.885843315","0.959233342","0.661087374","3.453749593","0.849354337"
"a330","2.530425912","3.060256943","2.060184416","1.36697716","1.804507601","2.4542758"
"a331","2.96534938","2.911660082","2.52277563","1.460341414","1.632134536","2.099148476"
